Punto Inicial,Punto Final,Distancia (m)
"(np.float64(436196.0838026821), np.float64(4812443.831170619))","(np.float64(436201.0919431727), np.float64(4812443.006271436))",5.07562112812981
"(np.float64(436201.0919431727), np.float64(4812443.006271436))","(np.float64(436202.6247456079), np.float64(4812442.547486025))",1.5999897995725967
"(np.float64(436202.6247456079), np.float64(4812442.547486025))","(np.float64(436209.25184351904), np.float64(4812441.818331347))",6.667090315003826
"(np.float64(436209.25184351904), np.float64(4812441.818331347))","(np.float64(436211.35301615926), np.float64(4812441.576302412))",2.115066067368529
"(np.float64(436211.35301615926), np.float64(4812441.576302412))","(np.float64(436213.4531375279), np.float64(4812441.223216242))",2.1295961134421515
"(np.float64(436213.4531375279), np.float64(4812441.223216242))","(np.float64(436219.9951372713), np.float64(4812440.050606464))",6.646260176528331
"(np.float64(436219.9951372713), np.float64(4812440.050606464))","(np.float64(436222.3358427011), np.float64(4812439.47310998))",2.4108928010119826
"(np.float64(436222.3358427011), np.float64(4812439.47310998))","(np.float64(436224.6754972935), np.float64(4812438.784556426))",2.4388705599978913
"(np.float64(436224.6754972935), np.float64(4812438.784556426))","(np.float64(436229.1940684925), np.float64(4812437.520040987))",4.692172735133952
"(np.float64(436229.1940684925), np.float64(4812437.520040987))","(np.float64(436230.9727131309), np.float64(4812437.39213874))",1.7832374307390826
"(np.float64(436230.9727131309), np.float64(4812437.39213874))","(np.float64(436236.7026134838), np.float64(4812435.894028069))",5.922507377459897
"(np.float64(436236.7026134838), np.float64(4812435.894028069))","(np.float64(436238.87942913244), np.float64(4812435.09595274))",2.3185018006590647
"(np.float64(436238.87942913244), np.float64(4812435.09595274))","(np.float64(436241.1371405844), np.float64(4812434.297112602))",2.394870887256186
"(np.float64(436241.1371405844), np.float64(4812434.297112602))","(np.float64(436246.21988314606), np.float64(4812432.805134268))",5.297194663013779
"(np.float64(436246.21988314606), np.float64(4812432.805134268))","(np.float64(436248.2422660503), np.float64(4812432.7859981125))",2.0224734371155857
"(np.float64(436248.2422660503), np.float64(4812432.7859981125))","(np.float64(436254.22536723904), np.float64(4812432.396184991))",5.995786362454304
"(np.float64(436254.22536723904), np.float64(4812432.396184991))","(np.float64(436256.65222684084), np.float64(4812432.373224562))",2.4269682132637027
"(np.float64(436256.65222684084), np.float64(4812432.373224562))","(np.float64(436258.99924177746), np.float64(4812432.462088199))",2.348696629780923
"(np.float64(436258.99924177746), np.float64(4812432.462088199))","(np.float64(436263.69957488787), np.float64(4812433.306165243))",4.775520642160013
"(np.float64(436263.69957488787), np.float64(4812433.306165243))","(np.float64(436265.40467965894), np.float64(4812433.956442556))",1.824895302514212
"(np.float64(436265.40467965894), np.float64(4812433.956442556))","(np.float64(436271.4045877293), np.float64(4812435.343570858))",6.15816707948271
"(np.float64(436271.4045877293), np.float64(4812435.343570858))","(np.float64(436273.4343227252), np.float64(4812436.1018474605))",2.1667504607511616
"(np.float64(436273.4343227252), np.float64(4812436.1018474605))","(np.float64(436275.4640572547), np.float64(4812436.860124672))",2.166750236983001
"(np.float64(436275.4640572547), np.float64(4812436.860124672))","(np.float64(436280.41757382953), np.float64(4812438.812496873))",5.324385754931443
"(np.float64(436280.41757382953), np.float64(4812438.812496873))","(np.float64(436282.13107774244), np.float64(4812440.35124149))",2.303004701834427
"(np.float64(436282.13107774244), np.float64(4812440.35124149))","(np.float64(436283.84458087455), np.float64(4812441.889986537))",2.3030044083820975
"(np.float64(436283.84458087455), np.float64(4812441.889986537))","(np.float64(436288.2349755299), np.float64(4812444.180893177))",4.952152911799395
"(np.float64(436288.2349755299), np.float64(4812444.180893177))","(np.float64(436289.7047406686), np.float64(4812445.610876683))",2.0506248780063183
"(np.float64(436289.7047406686), np.float64(4812445.610876683))","(np.float64(436292.8176104716), np.float64(4812449.690951618))",5.131955756597261
"(np.float64(436292.8176104716), np.float64(4812449.690951618))","(np.float64(436294.0499386027), np.float64(4812451.678520214))",2.338602476757731
"(np.float64(436294.0499386027), np.float64(4812451.678520214))","(np.float64(436295.36421114276), np.float64(4812453.776382052))",2.475547737986395
"(np.float64(436295.36421114276), np.float64(4812453.776382052))","(np.float64(436297.57462840737), np.float64(4812456.532178132))",3.532754805472764
"(np.float64(436297.57462840737), np.float64(4812456.532178132))","(np.float64(436298.63886385923), np.float64(4812457.854929913))",1.6977247630486612
"(np.float64(436298.63886385923), np.float64(4812457.854929913))","(np.float64(436301.6708277751), np.float64(4812461.935773734))",5.083905140717355
"(np.float64(436301.6708277751), np.float64(4812461.935773734))","(np.float64(436302.9798463006), np.float64(4812463.47834759))",2.0231321266727402
"(np.float64(436302.9798463006), np.float64(4812463.47834759))","(np.float64(436304.2888642323), np.float64(4812465.020921698))",2.023131934174633
"(np.float64(436304.2888642323), np.float64(4812465.020921698))","(np.float64(436307.31977170875), np.float64(4812468.990710146))",4.994559084867304
"(np.float64(436307.31977170875), np.float64(4812468.990710146))","(np.float64(436308.1444683237), np.float64(4812470.648931282))",1.8519778189948848
"(np.float64(436308.1444683237), np.float64(4812470.648931282))","(np.float64(436311.43065315066), np.float64(4812475.949122118))",6.236267603072611
"(np.float64(436311.43065315066), np.float64(4812475.949122118))","(np.float64(436312.58207638573), np.float64(4812477.937458759))",2.2976636101855044
"(np.float64(436312.58207638573), np.float64(4812477.937458759))","(np.float64(436313.7345487244), np.float64(4812480.036853489))",2.3949218611464116
"(np.float64(436313.7345487244), np.float64(4812480.036853489))","(np.float64(436317.09217197646), np.float64(4812484.336761369))",5.455533125792549
"(np.float64(436317.09217197646), np.float64(4812484.336761369))","(np.float64(436318.32658621826), np.float64(4812486.54645016))",2.5311070846089225
"(np.float64(436318.32658621826), np.float64(4812486.54645016))","(np.float64(436319.64189430256), np.float64(4812488.755374593))",2.570871934613155
"(np.float64(436319.64189430256), np.float64(4812488.755374593))","(np.float64(436322.91756534186), np.float64(4812492.94499204))",5.318168398477983
"(np.float64(436322.91756534186), np.float64(4812492.94499204))","(np.float64(436323.9050940589), np.float64(4812494.7127439035))",2.0248850873313278
"(np.float64(436323.9050940589), np.float64(4812494.7127439035))","(np.float64(436327.9130083993), np.float64(4812499.339714578))",6.121456933276107
"(np.float64(436327.9130083993), np.float64(4812499.339714578))","(np.float64(436329.4709943718), np.float64(4812501.546347462))",2.701212500360568
"(np.float64(436329.4709943718), np.float64(4812501.546347462))","(np.float64(436331.0289793381), np.float64(4812503.7529807))",2.7012122098902895
"(np.float64(436331.0289793381), np.float64(4812503.7529807))","(np.float64(436334.21534624306), np.float64(4812507.054904858))",4.588642195388918
"(np.float64(436334.21534624306), np.float64(4812507.054904858))","(np.float64(436335.28061612597), np.float64(4812508.488720268))",1.7862325029001231
"(np.float64(436335.28061612597), np.float64(4812508.488720268))","(np.float64(436339.5228027865), np.float64(4812512.224941405))",5.652919249714201
"(np.float64(436339.5228027865), np.float64(4812512.224941405))","(np.float64(436341.07448606915), np.float64(4812513.76522955))",2.1863688118226214
"(np.float64(436341.07448606915), np.float64(4812513.76522955))","(np.float64(436342.7060136554), np.float64(4812515.193695839))",2.1685013723165327
"(np.float64(436342.7060136554), np.float64(4812515.193695839))","(np.float64(436345.980608516), np.float64(4812519.272266488))",5.230459830673684
"(np.float64(436345.980608516), np.float64(4812519.272266488))","(np.float64(436347.12991594995), np.float64(4812521.038493183))",2.1072409256670603
"(np.float64(436347.12991594995), np.float64(4812521.038493183))","(np.float64(436352.0150451731), np.float64(4812524.324376469))",5.887403204334289
"(np.float64(436352.0150451731), np.float64(4812524.324376469))","(np.float64(436354.05103882996), np.float64(4812525.74902449))",2.484933028359371
"(np.float64(436354.05103882996), np.float64(4812525.74902449))","(np.float64(436356.08703162253), np.float64(4812527.173673122))",2.48493267049981
"(np.float64(436356.08703162253), np.float64(4812527.173673122))","(np.float64(436360.3344401219), np.float64(4812531.465196731))",6.038017376730813
"(np.float64(436360.3344401219), np.float64(4812531.465196731))","(np.float64(436362.2117886216), np.float64(4812533.224549102))",2.572889067777921
"(np.float64(436362.2117886216), np.float64(4812533.224549102))","(np.float64(436364.08808718657), np.float64(4812534.872844089))",2.4974732570194393
"(np.float64(436364.08808718657), np.float64(4812534.872844089))","(np.float64(436368.48258942127), np.float64(4812537.608034038))",5.176187201870854
"(np.float64(436368.48258942127), np.float64(4812537.608034038))","(np.float64(436369.7001955206), np.float64(4812538.040805705))",1.2922290543028627
"(np.float64(436369.7001955206), np.float64(4812538.040805705))","(np.float64(436375.0832506601), np.float64(4812542.654816471))",7.089878559264216
"(np.float64(436375.0832506601), np.float64(4812542.654816471))","(np.float64(436377.6045976585), np.float64(4812544.074888008))",2.893750828184837
"(np.float64(436377.6045976585), np.float64(4812544.074888008))","(np.float64(436380.12594358425), np.float64(4812545.494960481))",2.8937503533533655
"(np.float64(436380.12594358425), np.float64(4812545.494960481))","(np.float64(436384.75787093316), np.float64(4812547.672579843))",5.1182787192897985
"(np.float64(436384.75787093316), np.float64(4812547.672579843))","(np.float64(436385.9765227305), np.float64(4812548.216412332))",1.3344909065054378
"(np.float64(436385.9765227305), np.float64(4812548.216412332))","(np.float64(436391.9836423255), np.float64(4812550.381052252))",6.385229190252615
"(np.float64(436391.9836423255), np.float64(4812550.381052252))","(np.float64(436394.4965950987), np.float64(4812550.9126668265))",2.5685688030928753
"(np.float64(436394.4965950987), np.float64(4812550.9126668265))","(np.float64(436396.9286535853), np.float64(4812551.445045996))",2.4896457705754442
"(np.float64(436396.9286535853), np.float64(4812551.445045996))","(np.float64(436402.20457700087), np.float64(4812553.28339428))",5.5870289329819585
"(np.float64(436402.20457700087), np.float64(4812553.28339428))","(np.float64(436403.6638112322), np.float64(4812553.6028233385))",1.4937869544686324
"(np.float64(436403.6638112322), np.float64(4812553.6028233385))","(np.float64(436409.27274030517), np.float64(4812556.437643939))",6.284607639391941
"(np.float64(436409.27274030517), np.float64(4812556.437643939))","(np.float64(436411.38541306154), np.float64(4812557.417313993))",2.3287635325962963
"(np.float64(436411.38541306154), np.float64(4812557.417313993))","(np.float64(436413.5779308319), np.float64(4812558.285163334))",2.358028127765962
"(np.float64(436413.5779308319), np.float64(4812558.285163334))","(np.float64(436419.5829360868), np.float64(4812560.227711897))",6.311385191392927
"(np.float64(436419.5829360868), np.float64(4812560.227711897))","(np.float64(436421.61366433743), np.float64(4812561.097090625))",2.2089990041522096
"(np.float64(436421.61366433743), np.float64(4812561.097090625))","(np.float64(436423.64439205517), np.float64(4812561.96646996))",2.2089987532464277
"(np.float64(436423.64439205517), np.float64(4812561.96646996))","(np.float64(436428.67657054955), np.float64(4812563.696070972))",5.3211220676353665
"(np.float64(436428.67657054955), np.float64(4812563.696070972))","(np.float64(436430.2965407303), np.float64(4812563.902921295))",1.6331229110360055
"(np.float64(436430.2965407303), np.float64(4812563.902921295))","(np.float64(436436.5389781262), np.float64(4812565.287905569))",6.394232251188956
"(np.float64(436436.5389781262), np.float64(4812565.287905569))","(np.float64(436438.72834675), np.float64(4812565.822589326))",2.2537128678073555
"(np.float64(436438.72834675), np.float64(4812565.822589326))","(np.float64(436440.9996564018), np.float64(4812566.46756856))",2.361111125378879
"(np.float64(436440.9996564018), np.float64(4812566.46756856))","(np.float64(436446.4362951819), np.float64(4812568.193367095))",5.703982977656031
"(np.float64(436446.4362951819), np.float64(4812568.193367095))","(np.float64(436448.05940640956), np.float64(4812568.733395392))",1.7105907223042718
"(np.float64(436448.05940640956), np.float64(4812568.733395392))","(np.float64(436454.0664868628), np.float64(4812570.898090335))",6.385211019663476
"(np.float64(436454.0664868628), np.float64(4812570.898090335))","(np.float64(436456.33988814557), np.float64(4812571.765190524))",2.4331494263812683
